ID;Fecha inicio;Fecha fin;Transecto/Parcela;Observador/a 1;Observador/a 2;Viento;Temperatura;Nubes;Observaciones;longitud
1008;2016-06-16 13:33:00;2016-06-16 13:57:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos Adriá;
1009;2016-06-17 11:34:00;2016-06-17 12:03:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censo Adriá;
1010;2016-06-17 12:30:00;2016-06-17 12:46:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;censos Adriá;
1011;2016-04-10 12:00:00;2016-04-10 12:25:00;Laguna;Manuel A. Alvarez Vidaña;Vicente Augustín Vacas (vaugustin);Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1012;2016-04-24 10:30:00;2016-04-24 11:50:00;Turbera;Vicente Augustín Vacas (vaugustin);Beatriz Quijada Escobar (blquijada);Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1013;2016-04-24 12:00:00;2016-04-24 12:20:00;Laguna;Beatriz Quijada Escobar (blquijada);Vicente Augustín Vacas (vaugustin);Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1014;2016-06-15 13:21:00;2016-06-15 14:15:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos Adriá;
1015;2016-05-15 11:30:00;2016-05-15 13:00:00;Turbera;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1016;2016-06-30 11:00:00;2016-06-30 11:20:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;censos Adriá;
1017;2016-05-15 13:15:00;2016-05-15 13:30:00;Laguna;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1018;2016-07-01 10:20:00;2016-07-01 10:40:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;censos Adriá;
1019;2016-07-01 15:10:00;2016-07-01 15:25:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;censos Adriá;
1020;2016-06-29 12:45:00;2016-06-29 13:10:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos Adriá;
1021;2016-08-10 15:15:00;2016-08-10 15:39:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Transecto realizado por Adria Miralles;
1022;2016-05-29 11:00:00;2016-05-29 12:00:00;Turbera;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1023;2016-05-29 12:00:00;2016-05-29 12:20:00;Laguna;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1024;2016-08-10 13:40:00;2016-08-10 14:00:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Transecto realizado por Adria Miralles;
1025;2016-06-29 14:25:00;2016-06-29 14:50:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;50-75% de nubosidad;censo de Adriá;
1026;2016-06-12 09:45:00;2016-06-12 11:02:00;Turbera;Manuel A. Alvarez Vidaña;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
1027;2016-06-12 11:08:00;2016-06-12 11:25:00;Laguna;Manuel A. Alvarez Vidaña;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
1028;2016-08-12 15:10:00;2016-08-12 15:30:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá;
1029;2016-08-11 12:16:00;2016-08-11 12:34:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá;
1030;2016-08-11 13:05:00;2016-08-11 13:21:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;censos de Adriá;
1031;2016-08-12 11:50:00;2016-08-12 12:50:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos Adriá Miralles;
1032;2016-06-26 09:40:00;2016-06-26 11:10:00;Turbera;Enriqueta Martos Nieto (emartos);Vicente Augustín Vacas (vaugustin);Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1033;2016-06-26 11:30:00;2016-06-26 11:45:00;Laguna;Enriqueta Martos Nieto (emartos);Vicente Augustín Vacas (vaugustin);Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1034;2016-07-10 10:00:00;2016-07-10 11:15:00;Turbera;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1035;2016-07-10 11:30:00;2016-07-10 11:50:00;Laguna;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1036;2016-07-27 11:00:00;2016-07-27 12:00:00;Turbera;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1037;2016-07-29 12:30:00;2016-07-29 12:50:00;Laguna;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1038;2016-08-15 10:30:00;2016-08-15 11:30:00;Turbera;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Mucha calima;
1039;2016-08-15 11:45:00;2016-08-15 12:10:00;Laguna;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Mucha calima;
1040;2016-08-27 10:30:00;2016-08-27 11:40:00;Turbera;Vicente Augustín Vacas (vaugustin);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1041;2016-08-27 11:26:00;2016-08-27 11:50:00;Laguna;Vicente Augustín Vacas (vaugustin);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1042;2016-09-10 10:30:00;2016-09-10 11:30:00;Turbera;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1043;2016-09-10 12:00:00;2016-09-10 12:20:00;Laguna;Enriqueta Martos Nieto (emartos);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1044;2016-09-25 10:30:00;2016-09-25 11:30:00;Turbera;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1045;2016-09-25 12:00:00;2016-09-25 12:20:00;Laguna;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
1046;2016-10-09 10:45:00;2016-10-09 11:45:00;Turbera;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1047;2016-10-09 12:00:00;2016-10-09 12:20:00;Laguna;Beatriz Quijada Escobar (blquijada);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1048;2016-08-24 11:15:00;2016-08-24 11:33:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá Miralles;
1049;2016-08-24 12:07:00;2016-08-24 12:25:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá Miralles;
1050;2016-08-24 13:30:00;2016-08-24 13:50:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá Miralles;
1051;2016-08-24 16:15:00;2016-08-24 16:31:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá Miralles;
1052;2016-08-25 14:08:00;2016-08-25 14:28:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;censos de Adriá Miralles;
1053;2016-09-28 11:56:00;2016-09-28 12:24:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;censos de Adriá Miralles;
1054;2016-08-25 11:12:00;2016-08-25 12:15:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;Censos de Adriá Miralles;
1055;2016-09-09 11:00:00;2016-09-09 11:55:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1056;2016-09-16 12:00:00;2016-09-16 13:00:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1057;2016-09-16 11:45:00;2016-09-16 12:00:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1058;2016-09-15 12:35:00;2016-09-15 12:51:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1059;2016-09-15 13:31:00;2016-09-15 13:47:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1060;2016-09-15 15:15:00;2016-09-15 15:35:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1061;2016-09-16 11:30:00;2016-09-16 11:45:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1062;2016-09-08 11:30:00;2016-09-08 11:45:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1063;2016-09-08 12:15:00;2016-09-08 12:32:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Seguimiento Adriá Miralles;
1064;2016-09-08 13:38:00;2016-09-08 13:54:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1065;2016-09-08 15:30:00;2016-09-08 15:48:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1066;2016-09-09 13:30:00;2016-09-09 13:45:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1067;2016-09-27 11:35:00;2016-09-27 11:50:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1068;2016-09-27 13:10:00;2016-09-27 13:25:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;Censos de Adriá Miralles;
1069;2016-09-27 14:05:00;2016-09-27 14:19:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;Censos de Adriá Miralles;
1070;2016-09-25 13:55:00;2016-09-25 14:28:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1071;2016-09-27 10:30:00;2016-09-27 00:00:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1072;2016-07-13 13:30:00;2016-07-13 13:58:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1073;2016-07-15 16:40:00;2016-07-15 17:00:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1074;2016-07-14 12:15:00;2016-07-14 12:36:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;censos de Adriá Miralles;
1075;2016-07-14 14:15:00;2016-07-14 14:25:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1076;2016-07-15 15:42:00;2016-07-15 15:58:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1077;2016-07-28 12:44:00;2016-07-28 14:10:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;Censos de Adriá Miralles;
1078;2016-07-15 11:33:00;2016-07-15 13:10:00;Campos de Otero;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;Censos de Adría Miralles;
1079;2016-07-29 13:15:00;2016-07-29 13:38:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1080;2016-07-27 13:15:00;2016-07-27 13:38:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;censos de Adriá Miralles;
1081;2016-07-27 14:41:00;2016-07-27 15:01:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1082;2016-07-29 11:50:00;2016-07-29 12:10:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1083;2016-07-29 11:00:00;2016-07-29 11:25:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;Censos de Adriá Miralles;
1084;2013-04-09 12:19:00;2013-04-09 12:30:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;25-50% de nubosidad;50% sol y 50% nubes;
1085;2016-08-10 10:30:00;2016-08-10 11:27:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1086;2016-05-19 11:45:00;2016-05-19 13:00:00;Laguna Seca;José Miguel Barea Azcón (jmbarea);Andrés López Martínez;Fuerza 2 en la escala Beaufort: 6-11 km/h;;25-50% de nubosidad;0;
1087;2016-06-10 11:02:00;2016-06-10 12:20:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Andrés López Martínez;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1088;2016-06-23 12:00:00;2016-06-23 13:30:00;Laguna Seca;Andrés López Martínez;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0-25% de nubosidad;0;
1089;2016-07-04 11:25:00;2016-07-04 12:33:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Andrés López Martínez;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;0;
1090;2016-07-12 13:10:00;2016-07-12 14:04:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1091;2016-07-22 12:15:00;2016-07-22 13:33:00;Laguna Seca;Andrés López Martínez;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;0;
1092;2016-07-28 11:10:00;2016-07-28 12:00:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Andrés López Martínez;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;0;
1093;2016-08-12 11:29:00;2016-08-12 12:36:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1094;2016-08-31 11:30:00;2016-08-31 12:50:00;Laguna Seca;Andrés López Martínez;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0-25% de nubosidad;0;
1095;2016-09-30 12:37:00;2016-09-30 13:42:00;Laguna Seca;Andrés López Martínez;Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
1096;2017-03-11 12:30:00;2017-03-11 13:55:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1097;2017-04-09 12:38:00;2017-04-09 14:18:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;La temperatura por debajo de lo recomendable, pero mucho sol.;
1098;2017-04-23 12:02:00;2017-04-23 14:20:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
1099;2017-05-06 12:14:00;2017-05-06 14:15:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1100;2017-06-03 12:05:00;2017-06-03 14:17:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1101;2017-06-17 11:41:00;2017-06-17 13:42:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1102;2017-07-02 11:50:00;2017-07-02 13:55:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1103;2017-04-17 10:56:00;2017-04-17 11:59:00;Purche;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1104;2017-05-02 12:13:00;2017-05-02 12:48:00;Borreguiles San Juan;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1105;2017-05-02 09:30:00;2017-05-02 10:34:00;Purche;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1106;2017-05-05 10:01:00;2017-05-05 10:42:00;Loma de Papeles Alto;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza del viento no definida;;0% de nubosidad;0;
1107;2017-05-05 11:17:00;2017-05-05 12:00:00;Loma de Papeles Bajo;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;0;
1108;2017-05-16 11:45:00;2017-05-16 13:15:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1109;2017-05-19 10:15:00;2017-05-19 10:59:00;Loma de Papeles Alto;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1110;2017-05-04 10:39:00;2017-05-04 11:40:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1111;2017-05-15 11:42:00;2017-05-15 12:42:00;Borreguiles San Juan;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;0% de nubosidad;0;
1112;2017-05-15 09:25:00;2017-05-15 10:22:00;Purche;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1113;2017-05-04 12:40:00;2017-05-04 13:30:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
1114;2017-05-17 10:40:00;2017-05-17 12:09:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;50-75% de nubosidad;0;
1115;2017-05-18 09:58:00;2017-05-18 10:50:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1116;2017-05-19 11:40:00;2017-05-19 12:33:00;Loma de Papeles Bajo;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1117;2017-05-29 11:56:00;2017-05-29 12:40:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;75-100% de nubosidad;0;
1118;2017-05-30 09:20:00;2017-05-30 10:08:00;Loma de Papeles Bajo;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
1119;2017-05-30 09:02:00;2017-05-30 09:51:00;Loma de Papeles Alto;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;50-75% de nubosidad;0;
1120;2017-05-31 10:52:00;2017-05-31 12:19:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1121;2017-05-31 10:30:00;2017-05-31 12:07:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1122;2017-06-05 08:20:00;2017-06-05 09:10:00;Purche;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1123;2017-06-05 10:10:00;2017-06-05 10:29:00;Cauchiles;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1124;2013-05-03 12:00:00;2013-05-03 12:05:00;Barranco de San Juan;Javier Martín Jaramillo;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;80% sol y 20% nubes;
1125;2017-06-08 11:20:00;2017-06-08 12:49:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1126;2017-06-05 11:12:00;2017-06-05 11:58:00;Altas cumbres;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1127;2017-06-09 10:55:00;2017-06-09 12:03:00;Loma de Papeles Bajo;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
1128;2017-04-06 10:30:00;2017-04-06 11:17:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1129;2017-06-14 12:43:00;2017-06-14 13:00:00;Carihuela;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1130;2017-03-21 12:50:00;2017-03-21 13:38:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
1131;2017-03-21 11:00:00;2017-03-21 11:51:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1132;2017-03-02 10:40:00;2017-03-02 11:15:00;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1133;2017-03-02 12:20:00;2017-03-02 13:15:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
1134;2017-03-01 11:20:00;2017-03-01 12:09:00;Purche;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0% de nubosidad;0;
1135;2017-04-06 12:30:00;2017-04-06 13:19:00;Robledal de Dilar;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
1136;2017-07-14 12:10:00;2017-07-14 14:50:00;Pitres;Miguel Olvera Rodríguez (migolvera);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;Transecto realizado con la ayuda y compañía de Carmen Luna.;
1137;2017-04-26 10:42:00;2017-04-26 11:31:00;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;75-100% de nubosidad;0;
1138;2017-04-23 11:52:00;2017-04-23 12:30:00;Loma de Papeles Bajo;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
